DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1109/tsc.2018.2889087,,,Microservices: Migration of a Mission Critical System,"An increasing interest is growing around the idea of microservices and the promise of improving scalability when compared to monolithic systems. Several companies are evaluating pros and cons of a complex migration. In particular, financial institutions are positioned in a difficult situation due to the economic climate and the appearance of agile competitors that can navigate in a more flexible legal framework and started their business since day one with more agile architectures and without being bounded to outdated technological standard. In this paper, we present a real world case study in order to demonstrate how scalability is positively affected by re-implementing a monolithic architecture (MA) into a microservices architecture (MSA). The case study is based on the FX Core system, a mission critical system of Danske Bank, the largest bank in Denmark and one of the leading financial institutions in Northern Europe. The technical problem that has been addressed and solved in this paper is the identification of a repeatable migration process that can be used to convert a real world Monolithic architecture into a Microservices architecture in the specific setting of financial domain, typically characterized by legacy systems and batch-based processing on heterogeneous data sources.","Manuel Mazzara,Nicola Dragoni,Antonio Bucchiarone,Alberto Giaretta,Stephan T. Larsen,Schahram Dustdar",IEEE Transactions on Services Computing,2018
10.1109/access.2022.3158648,,,Accumulation and prioritization of Architectural Debt in three companies migrating to microservices,"Many companies migrate to microservices because they help deliver value to customers quickly and continuously. However, like any architectural style, microservices are prone to architectural technical debt (ATD), which can be costly if the debts are not timely identified, avoided, or removed. During the early stages of migration, microservice-specific ATDs may accumulate. For example, practitioners may decide to continue using poorly defined APIs in microservices while attempting to maintain compatibility with old functionalities. The riskiest ATDs must be prioritized. Nevertheless, there is limited research regarding the prioritization of ATDs in companies migrating to microservices. This study aims to identify, during migration, which microservice-specific ATDs occur, are the most severe, and are the most challenging to solve. In addition, we propose a way to prioritize these debts. We conducted a multiple exploratory case study of three large companies that were early in the migration process to microservices. We interviewed 47 practitioners with several roles to identify the debts in their contexts.We report the ATDs detected during migration, the ATDs that practitioners estimate to occur in the future, and the ATDs that practitioners report as difficult to solve. We discuss the results in the context of the companies involved in this study. In addition, we used a risk assessment approach to propose a way for prioritizing ATDs. Practitioners from other organizations and researchers may use this approach to provide rankings to help identify and prioritize which ATDs should be avoided or solved in their contexts.","Saulo S. De Toledo,Antonio Martini,Phu H. Nguyen,Dag I. K. Sjoberg",IEEE Access,2022
10.1109/icse-seip55303.2022.9793911,,,Decision Models for Selecting Patterns and Strategies in Microservices Systems and their Evaluation by Practitioners,"Researchers and practitioners have recently proposed many Mi-croservices Architecture (MSA) patterns and strategies covering various aspects of microservices system life cycle, such as service design and security. However, selecting and implementing these patterns and strategies can entail various challenges for microser-vices practitioners. To this end, this study proposes decision models for selecting patterns and strategies covering four MSA design ar-eas: application decomposition into microservices, microservices security, microservices communication, and service discovery. We used peer-reviewed and grey literature to identify the patterns, strategies, and quality attributes for creating these decision models. To evaluate the familiarity, understandability, completeness, and usefulness of the decision models, we conducted semi-structured interviews with 24 microservices practitioners from 12 countries across five continents. Our evaluation results show that the prac-titioners found the decision models as an effective guide to select microservices patterns and strategies.","Muhammad Waseem,Peng Liang,Aakash Ahmad,Mojtaba Shahin,Arif Ali Khan,Gaston Marquez",,
10.1002/cae.22586,,,A systematic mapping study: The new age of software architecture from monolithic to microservice architecture—awareness and challenges,,"Abdul Razzaq,Shahbaz A. K. Ghayyur",Computer Applications in Engineering Education,2022
10.1109/icsa-c54293.2022.00028,,,Automated Microservice Decomposition Method as Multi-Objective Optimization,"IT architects expend a great deal of effort to manually decompose a current system into microservices (MSD) to improve the system maintainability. There are several methods that decompose the current system by automatically generating MSD candidates (MSDCs). These MSDCs are evaluated by de-fined evaluation functions, and the weighted sum of the evaluation is used to determine the best MSDC. However, it is difficult for IT architects to define the weighting on the spot. In this research, we propose an automated MSD method to generate a number of MSDCs by executing MSD as a multi-objective optimization problem. In the proposed method, a sufficient number of MSDCs is generated without weighting by using predefined MSD policies and fix operations. The generated MSDCs are mapped to a vector space that consists of basis vectors formulated in accordance with the evaluation functions defined by the MSD policies. Pareto-optimal solutions are then extracted from the mapped MSDCs by using a non-dominated sorting algorithm. We also extract MSDCs that are closest to the reference lines, which are defined to divide the vector space evenly, as distinctive MSDCs. We applied our method to two cases and found that it can automatically generate a sufficient number of distinctive MSDCs, thus enabling IT architects to efficiently find the best MSDC and rapidly execute MSD.","Takahiro Kinoshita,Hideyuki Kanuka",,2022
10.1109/icsa53651.2022.00015,,,Designing Microservice Systems Using Patterns: An Empirical Study on Quality Trade-Offs,"The promise of increased agility, autonomy, scalability, and reusability has made the microservices architecture a de facto standard for the development of large-scale and cloud-native commercial applications. Software patterns are an important design tool, and often they are selected and combined with the goal of obtaining a set of desired quality attributes. However, from a research standpoint, many patterns have not been widely validated against industry practice, making them not much more than interesting theories. To address this, we investigated how practitioners perceive the impact of 14 patterns on 7 quality attributes. Hence, we conducted 9 semi-structured interviews to collect industry expertise regarding (1) knowledge and adoption of software patterns, (2) the perceived architectural trade-offs of patterns, and (3) metrics professionals use to measure quality attributes. We found that many of the trade-offs reported in our study matched the documentation of each respective pattern, and identified several gains and pains which have not yet been reported, leading to novel insight about microservice patterns.","Guilherme Vale,Filipe Figueiredo Correia,Eduardo Martins Guerra,Thatiane de Oliveira Rosa,Jonas Fritzsch,Justus Bogner",,2022
10.1109/estream.2019.8732170,,,Migrating Legacy Software to Microservices Architecture,"As a legacy monolithic software become too large to deal with, many enterprises are drawn to breaking them down into the microservices architectural style. Migrating a monolithic architecture to an ecosystem of microservices is an epic journey. Each legacy monolithic application is unique and migration to microservices creates different challenges. This article elaborates on challenges and technics of legacy software migration from monolithic architecture to microservice architecture. Different migration methods and techniques are reviewed, and their benefits and drawbacks are analyzed. Microservices is a relatively new architectural style and legacy monoliths are very different in many aspects. Existing migration techniques and methods do not cover every use case.","Justas Kazanavicius,Dalius Mazeika",,2019
10.1007/978-3-031-15191-0_33,,,Microservices: Investigating Underpinnings,"AbstractThe microservices architecture style (MSA) as a new computing paradigm has gained momentum in the software engineering industry. Microservices break down traditional monolithic applications into a set of fine-grained services that can be developed, tested, and deployed independently. The primary benefit of this strategy is that it promises a shorter time to market for new capabilities as a result of better technology choices and lower team sizes. To learn more about the microservices approach, we begin our research by examining the MSA’s underpinnings. Then, we define the MSA design patterns that are utilized to tackle typical DevOps difficulties. Finally, we discuss some of the motives for early microservices adopters and some of the challenges associated with its use.KeywordsMicroservicesSoftware architectureDevOpsCloud computing","Idris Oumoussa,Soufiane Faieq,Rajaa Saidi",Lecture notes on data engineering and communications technologies,2022
10.1109/ics51289.2020.00107,,,Microservice Migration Using Strangler Fig Pattern: A Case Study on the Green Button System,"Microservice is a software architecture style which is adopted widely and rapidly in recent years. An application of microservice architecture (MSA) consists of multiple small microservices. Each microservice is autonomous, as well as easy to scale up, test, and maintain. Nowadays, many enterprises choose to replace existing monolithic architecture with MSA to enhance software quality. Accordingly, the microservice migration has become a hot topic of practical research. However, a complete and systematic microservice migration process is still lacking. Therefore, we propose a microservice migration approach based on the Strangler Fig pattern and Domain-Driven Design (DDD) to provide a complete architecture migration process and involving methods. Besides, we applied the proposed approach in an existing monolithic application, the DataCustodian system of the Green Button project. In the case study, appropriate microservices were successfully identified and established using the Strangler Fig pattern. We also conducted quantitative experiments to evaluate the performance of both new microservices and unmigrated modules during the architecture migration.","Chia-Yu Li,Shang-Pin Ma,Shang-Pin Ma,Tsung-Wen Lu",,2020
10.1109/msr.2019.00051,,,We need to talk about microservices: an analysis from the discussions on StackOverflow,"Microservices are a new and rapidly growing architectural model aimed at developing highly scalable software solutions based on independently deployable and evolvable components. Due to its novelty, microservice-related discussions are increasing in Q&A websites, such as StackOverflow (SO). In order to understand what is being discussed by the microservice community, this work has applied mining techniques and topic modelling to a manually-curated dataset of 1,043 microservice-related posts from StackOverflow. As a result, we found that 13.68% of microservice technical posts on SO discuss a single technology: Netflix Eureka. Moreover, buzzwords in the microservice ecosystem, e.g., blue/green deployment, were not identified as relevant subjects of discussion on SO. Finally, we show how a high discussion rate on SO may not reflect the popularity of a certain subject within the microservice community.","Alan Bandeira,Carlos Alberto Medeiros,Matheus Paixao,Paulo Henrique M. Maia",,2019
10.1109/tse.2018.2887384,,,"Fault Analysis and Debugging of Microservice Systems: Industrial Survey, Benchmark System, and Empirical Study","The complexity and dynamism of microservice systems pose unique challenges to a variety of software engineering tasks such as fault analysis and debugging. In spite of the prevalence and importance of microservices in industry, there is limited research on the fault analysis and debugging of microservice systems. To fill this gap, we conduct an industrial survey to learn typical faults of microservice systems, current practice of debugging, and the challenges faced by developers in practice. We then develop a medium-size benchmark microservice system (being the largest and most complex open source microservice system within our knowledge) and replicate 22 industrial fault cases on it. Based on the benchmark system and the replicated fault cases, we conduct an empirical study to investigate the effectiveness of existing industrial debugging practices and whether they can be further improved by introducing the state-of-the-art tracing and visualization techniques for distributed systems. The results show that the current industrial practices of microservice debugging can be improved by employing proper tracing and visualization techniques and strategies. Our findings also suggest that there is a strong need for more intelligent trace analysis and visualization, e.g., by combining trace visualization and improved fault localization, and employing data-driven and learning-based recommendation for guided visual exploration and comparison of traces.","Xiang Zhou,Xin Peng,Tao Xie,Jun Sun,Chao Ji,Wenhai Li,Dan Ding",IEEE Transactions on Software Engineering,2018
10.1109/saner56733.2023.00084,,,ΜDetector: Automated Intrusion Detection for Microservices,"The recent adoption of microservice-based applications divides an application into small independent services that communicate using lightweight mechanisms, improving flexibility and scalability in dynamic DevOps environments that leverage containers and orchestration tools such as Kubernetes. However, this growing popularity raises concerns related to their dependability and security, aggravated by several attacks and the lack of intrusion detection tools that target microservices. Thus, developing solutions that can be deployed in real-world scenarios and whose purpose is to keep applications and businesses secure is of the utmost importance. This paper presents µDetector, an intrusion detection tool for microservice-based applications. This tool uses intrusion detection techniques from previous research and automates their functioning for Kubernetes and KubeEdge deployments. The user provides a configuration file and the tool uses monitoring agents to collect system calls from the containers and transfers them over to the IDS module that performs anomaly-based intrusion detection. Anomalous activity will trigger alarms indicating a possible intrusion. The user can interact with the tool and its monitoring capabilities through a command-line interface or a web dashboard. µDetector was validated using functional testing and performance and scalability tests. Results show that µDetector performs well and does not impact the proper functioning of the microservices: in scenarios with over 100 000 system calls being collected per second, the CPU and memory usage of the worker nodes did not exceed 10% of the total resources available.The source code repository can be accessed here: https://github.com/micro-sec/detector.","José Flora,Miguel Teixeira,Nuno Antunes","IEEE International Conference on Software Analysis, Evolution, and Reengineering",2023
10.1109/access.2023.3236165,,,Visualizing Anti-Patterns in Microservices at Runtime: A Systematic Mapping Study,"In the world of microservices, companies must be able to create systems that operate in the most efficient way. To achieve this, anti-patterns must be avoided because of their detriment to the quality of the system. Some of the most troubling anti-patterns are hard to detect because of their appearance at runtime. Effectively removing anti-patterns from a system requires dynamic analysis because of the large size of microservice-based systems. While the detection of anti-patterns is helpful, being able to visualize them offers a great benefit to companies working with microservices. Seeing how the overall system is flowing and recognizing the existence of anti-patterns can help improve microservice-based systems. In this paper, a systematic mapping study was performed to find the current state of research on visualizing anti-patterns in microservices from the dynamic perspective. Several hundred papers were examined and a total of 31 were found to be relevant to the research topic. The papers, when analyzed, revealed that there are mechanisms to detect anti-patterns at runtime in microservices, and there are also mechanisms for visualizing the architecture of a microservice-based system. This study’s findings could help to identify and remove anti-patterns that occur during runtime in microservices, as well as a means of visualizing these anti-patterns.","Garrett Parker,Samuel Kim,A. Maruf,T. Cerný,Karel Frajták,Pavel Tisnovsky,D. Taibi",IEEE Access,2023
10.1109/tse.2023.3287297,,,Decomposition of Monolith Applications Into Microservices Architectures: A Systematic Review,"Microservices architecture has gained significant traction, in part owing to its potential to deliver scalable, robust, agile, and failure-resilient software products. Consequently, many companies that use large and complex software systems are actively looking for automated solutions to decompose their monolith applications into microservices. This paper rigorously examines 35 research papers selected from well-known databases using a Systematic Literature Review (SLR) protocol and snowballing method, extracting data to answer the research questions, and presents the following four contributions. First, the Monolith to Microservices Decomposition Framework (M2MDF) which identifies the major phases and key elements of decomposition. Second, a detailed analysis of existing decomposition approaches, tools and methods. Third, we identify the metrics and datasets used to evaluate and validate monolith to microservice decomposition processes. Fourth, we propose areas for future research. Overall, the findings suggest that monolith decomposition into microservices remains at an early stage and there is an absence of methods for combining static, dynamic, and evolutionary data. Insufficient tool support is also in evidence. Furthermore, standardised metrics, datasets, and baselines have yet to be established. These findings can assist practitioners seeking to understand the various dimensions of monolith decomposition and the community's current capabilities in that endeavour. The findings are also of value to researchers looking to identify areas to further extend research in the monolith decomposition space.","Yalemisew M. Abgaz,A. Mccarren,Peter Elger,D. Solan,Neil Lapuz,Marin Bivol,Glenn Jackson,Murat Yilmaz,J. Buckley,Paul M. Clarke",IEEE Transactions on Software Engineering,2023
10.1109/icai52893.2021.9639494,,,A Hot Decomposition Procedure: Operational Monolith System to Microservices,"In the context of the popular microservice architecture we make a brief overview of the software architectures evolution starting as a monolith. We have investigated the decomposition templates for database and business functionalities and then proposed an exemplary procedure for decomposition of monolithic applications that are in operation. The procedure aims to make the transition to microservices gradually without downtime. A proof of concept application is initially implemented as monolithic, and decomposed consequently to microservices.","Nikolay Ivanov,Antoniya Tasheva",International Conference on Applied Informatics,2021
,,2203.13878,Evaluation of the impacts of decomposing a monolithic application into microservices: A case study,"Monolithic applications are being decomposed to a microservices architecture, aiming to improve maintainability, performance and modularization. Although such decompositions have now been widely carried out in the industry, little is reported in the literature about the impacts of these decompositions. This work, therefore, reports a case study carried out to investigate the impacts of the decomposition of a real industry application for microservices architecture. The target application of the study refers to a raid operation, performed by a financial institution, which was extracted from a monolithic application to an application based on microservices. In particular, metrics were applied to monolithic and microservice-based applications, aiming to quantify coupling, cohesion, CPU consumption and memory consumption. The results obtained show that the microservices architecture generated better results for the software modularity metrics, in addition to lower memory and CPU consumption. Finally, this work brings insight and points out challenges and future directions of research that need to be explored by academia and industry.","Tulio Ricardo Hoppen Barzotto,Kleinner Farias",,2022
,,,Mono2Micro-From a Monolith to Microservices: Metrics Refinement,"The microservices architecture has become mainstream for the development of business applications because it supports the adaptation of scalability to the type of demand, but, most importantly, allows a faster development because it fosters an agile development process based on small teams focused on the product. Consequently, a trend in migrating the existing monolith systems to a microservices architecture was born. Current approaches to the identification of candidate microservices in a monolith neglect the cost of redesigning the monolith functionality due to the impact of the CAP theorem. In this thesis we propose a redesign process, guided by a set of complexity metrics, that allows the software architect to analyse and redesign the monolith functionality given a candidate decomposition. We address two new research questions: (1) What set of operations can be provided to the architect such that the functionalities can be redesigned by applying microservices pattern? (2) Is it possible to refine the complexity value associated with the monolith migration when there is additional information about the functionalities redesign? Regarding the first question we propose a set of operations that the architect can use in the redesign process. To answer the second question we define new metrics that provide a more precise value on the cost of the migration. Both questions are evaluated in the context of candidate decompositions of two monolith systems, LdoD e Blended Workflow.",João Almeida,,2021
10.12694/scpe.v22i1.1836,,,A Microservice Decomposition Method Through Using Distributed Representation of Source Code,"This research proposed a novel decomposition method for refactoring monolithic applications into microservices applications using a neural network model (code2vec) for creating code embeddings from the monolithic application source code. As a Result, semantically similar code embeddings are clustered through a hierarchical clustering algorithm to produce microservices candidates to resemble the domain model more efficiently. The quality characteristics of the results were measured using two metrics for measuring cohesion. These metrics were Cohesion at Message Level (CHM) and Cohesion at Domain Level (CHD). Also, four applications were used as test cases with different sizes ranging from small to big applications. The proposed method showed promising results in terms of cohesion when compared to other decomposition methods. The proposed method scored better scores in 5 out of 8 tests compared to other methods. Also, averaged CHD and CHM results were 0.52 and 0.76, respectively, for the proposed method, better results when compared to the other methods.","Omar Al-Debagy,Peter Martinek",Scalable Computing: Practice and Experience,2021
10.1109/icter51097.2020.9325443,,,Transforming Monolithic Systems to Microservices - An Analysis Toolkit for Legacy Code Evaluation,"Microservices has become one of the mainstream approaches for system architecture; industry accept the importance of migrating existing monolithic systems into microservices-based architecture to gain benefits. Often it is a challenging task to achieve as the monolithic systems are tightly coupled from their implementation perspectives. To migrate existing monolithic systems, it may require the architecture diagrams, system artefacts and people who know the system well etc. yet not all the time we find these resources. With suitable tool support, we can get insight into the possible services which can be found in the existing monolithic system at code level without worrying about the existence of architecture diagrams, experts etc. It allows us to make efficient decisions on what to move as microservices from the monolithic system. This research introduced a toolkit to analyse monolithic systems and propose the best ways to decompose the functionality into a set of microservices. The evaluation shows accurate revamping of the system architecture with suitable microservices suite.","Chamika Bandara,Indika Perera",International Conference on Advances in ICT for Emerging Regions,2020
10.1007/978-3-030-49435-3_1,,,Remodularization Analysis for Microservice Discovery Using Syntactic and Semantic Clustering,"This paper addresses the challenge of automated remodularization of large systems as microservices. It focuses on the analysis of enterprise systems, which are widely used in corporate sectors and are notoriously large, monolithic and challenging to manually decouple because they manage asynchronous, user-driven business processes and business objects (BOs) having complex structural relationships. The technique presented leverages semantic knowledge of enterprise systems, i.e., BO structure, together with syntactic knowledge of the code, i.e., classes and interactions as part of static profiling and clustering. On a semantic level, BOs derived from databases form the basis for prospective clustering of classes as modules, while on a syntactic level, structural and interaction details of classes provide further insights for module dependencies and clustering, based on K-Means clustering and optimization. Our integrated techniques are validated using two open source enterprise customer relationship management systems, SugarCRM and ChurchCRM. The results demonstrate improved feasibility of remodularizing enterprise systems (inclusive of coded BOs and classes) as microservices. Furthermore, the recommended microservices, integrated with ‘backend’ enterprise systems, demonstrate improvements in key non-functional characteristics, namely high execution efficiency, scalability and availability.","Adambarage Anuruddha Chathuranga De Alwis,Alistair Barros,Colin J. Fidge,Artem Polyvyanyy",International Conference on Advanced Information Systems Engineering,2020
10.1609/aaai.v35i1.16079,,2102.03827,Graph Neural Network to Dilute Outliers for Refactoring Monolith Application,"Microservices are becoming the defacto design choice for software architecture. It involves partitioning the software components into finer modules such that the development can happen independently. It also provides natural benefits when deployed on the cloud since resources can be allocated dynamically to necessary components based on demand. Therefore, enterprises as part of their journey to cloud, are increasingly looking to refactor their monolith application into one or more candidate microservices; wherein each service contains a group of software entities (e.g., classes) that are responsible for a common functionality. Graphs are a natural choice to represent a software system. Each software entity can be represented as nodes and its dependencies with other entities as links. Therefore, this problem of refactoring can be viewed as a graph based clustering task. In this work, we propose a novel method to adapt the recent advancements in graph neural networks in the context of code to better understand the software and apply them in the clustering task. In that process, we also identify the outliers in the graph which can be directly mapped to top refactor candidates in the software. Our solution is able to improve state-of-the-art performance compared to works from both software engineering and existing graph representation based techniques.","Utkarsh Desai,S. Bandyopadhyay,Srikanth G. Tamilselvam",AAAI Conference on Artificial Intelligence,2021
10.1007/s42979-020-00359-w,,,A Systematic Review on Software Architectures for IoT Systems and Future Direction to the Adoption of Microservices Architecture,"The Internet of Things-based systems and software allow computations anywhere at any time by interconnecting individuals, networks, services, computers and artefacts that allow autonomous systems to form digitized communities. As the blueprint for software-intensive applications, andsoftware architecture thatprecise the complexity of a network’s planning, development, and changing phases to effectively and efficiently build complex IoT-driven applications. In any case, there exists no comprehensive analysis in the state of the research on the adoption of MSA for IoT systems. This study effort is needed to explore architectural concepts and practices for designing and developing IoT software to excel state-of-the-art for IoTs along with suggestions and recommendations for IoT software tothe adoption of MSA to fulfil the identified gaps. A systematic analysis was coordinated, covering up the literature on existing IoT solutions by studying 140 qualitatively selected articles performed between 2005 and Jan 2020. One hundred forty articles were comprised in this SLR. The findings of this study demonstrated different research topics including software architectural styles, patterns, and models to build IoT software. This research presents cloud-based computing environments, autonomous, software-defined networking, and responsive applications, and IoT-driven agent-based systems, (1) thirteen MSA architectural and design patterns for IoTs and classification of patterns, (2) classification of software architectures for IoTs into nine main categories and their sub-categories, (3) twenty-three most investigated IoT challenges, and (4) mapping of IoT challenges with software architectural solutions. The study revealed the innovative work on IoT software architecture and trends that help in the creation and dynamic adaptation of IoT software for reusability, automation and human decision-making. The outputs of this SLR are useful in revealing many recommendations to the software industry, software engineering community, and computer sciences community with over the past 15years of research into the adoption of MSA. This study reflects a distilled awareness of architectural practices and principles to assist researchers and practitioners in promoting information sharing software architectural roles and responsibilities for the Internet of Things software.","Abdul Razzaq,Abdul Razzaq",SN Computer Science,2020
10.1007/978-3-319-39696-5_27,,,Keep Calm and Wait for the Spike! Insights on the Evolution of Amazon Services,"Web services are black box dependency magnets. Hence, studying how they evolve is both important and challenging. In this paper, we focus on one of the most successful stories of the service-oriented paradigm in industry, i.e., the Amazon services. We perform a principled empirical study, that detects evolution patterns and regularities, based on Lehman’s laws of software evolution. Our findings indicate that service evolution comes with spikes of change, followed by calm periods where the service is internally enhanced. Although spikes come with unpredictable volume, developers can count in the near certainty of the calm periods following them to allow their absorption. As deletions rarely occur, both the complexity and the exported functionality of a service increase over time (in fact, predictably). Based on the above findings, we provide recommendations that can be used by the developers of Web service applications for service selection and application maintenance.","Apostolos Zarras,Panos Vassiliadis,Ioannis Dinos",International Conference on Advanced Information Systems Engineering,2016
10.1007/978-1-4842-4476-0_2,,,Developing Microservices with Java,"Most development happening today is through microservices architecture. In the microservices architectural approach, an application is developed through a bunch of small modular services. Each of these services run as a separate process and communicates with others via different patterns. This is not a new invention and we have seen it already with different nomenclature, for example, with SOA and MOM. When many of the web giants—including Amazon, Netflix, Twitter, and PayPal—successfully adopted the microservice architecture, it started gaining popularity.",Raj Malhotra,Rapid Java Persistence and Microservices,2019
10.3390/app12115507,,,Challenges and Solution Directions of Microservice Architectures: A Systematic Literature Review,"Microservice architecture (MSA) is an architectural style for distributed software systems, which promotes the use of fine-grained services with their own lifecycles. Several benefits of MSA have been reported in the literature, including increased modularity, flexible configuration, easier development, easier maintenance, and increased productivity. On the other hand, the adoption of MSA for a specific software system is not trivial and a number of challenges have been reported in the literature. These challenges should be evaluated carefully concerning project requirements before successful MSA adoption. Unfortunately, there has been no attempt to systematically review and categorize these challenges and the potential solution directions. This article aims at identifying the state of the art of MSA and describing the challenges in applying MSA together with the identified solution directions. A systematic literature review (SLR) is performed using the published literature since the introduction of MSA in 2014. Overall, 3842 papers were discovered using a well-planned review protocol, and 85 of them were selected as primary studies and analyzed regarding research questions. Nine basic categories of challenges were identified and detailed into 40 sub-categories, for which potential solution directions were explored. MSA seems feasible, but the identified challenges could impede the expected benefits when not taken into account. This study identifies and synthesizes the reported challenges and solution directions, but further research on these directions is needed to leverage the successful MSA adoption.","Mehmet Söylemez,Bedir Tekinerdogan,Ayça Kolukısa Kolukısa Tarhan",Applied sciences,2022
10.1016/j.jss.2016.02.003,,,Revisiting software ecosystems Research,"We review the literature of software ecosystems up to date consisted of 231 papers.Identify a field rapidly evolving and growing both in volume and empirical focus.We note signs of field maturity in the evolution of the field.Identify issues inhibiting the field evolution and propose means of addressing them.Propose the update of the definition of software ecosystems. 'Software ecosystems' is argued to first appear as a concept more than 10 years ago and software ecosystem research started to take off in 2010. We conduct a systematic literature study, based on the most extensive literature review in the field up to date, with two primarily aims: (a) to provide an updated overview of the field and (b) to document evolution in the field.In total, we analyze 231 papers from 2007 until 2014 and provide an overview of the research in software ecosystems. Our analysis reveals a field that is rapidly growing, both in volume and empirical focus, while becoming more mature. We identify signs of field maturity from the increase in: (i) the number of journal articles, (ii) the empirical models within the last two years, and (iii) the number of ecosystems studied. However, we note that the field is far from mature and identify a set of challenges that are preventing the field from evolving. We propose means for future research and the community to address them.Finally, our analysis shapes the view of the field having evolved outside the existing definitions of software ecosystems and thus propose the update of the definition of software ecosystems.",Konstantinos Manikas,Journal of Systems and Software,2016
10.1145/3530019.3530040,,2206.07010,A Hierarchical DBSCAN Method for Extracting Microservices from Monolithic Applications,"The microservices architectural style offers many advantages such as scalability, reusability and ease of maintainability. As such microservices has become a common architectural choice when developing new applications. Hence, to benefit from these advantages, monolithic applications need to be redesigned in order to migrate to a microservice based architecture. Due to the inherent complexity and high costs related to this process, it is crucial to automate this task. In this paper, we propose a method that can identify potential microservices from a given monolithic application. Our method takes as input the source code of the source application in order to measure the similarities and dependencies between all of the classes in the system using their interactions and the domain terminology employed within the code. These similarity values are then used with a variant of a density-based clustering algorithm to generate a hierarchical structure of the recommended microservices while identifying potential outlier classes. We provide an empirical evaluation of our approach through different experimental settings including a comparison with existing human-designed microservices and a comparison with 5 baselines. The results show that our method succeeds in generating microservices that are overall more cohesive and that have fewer interactions in-between them with up to 0.9 of precision score when compared to human-designed microservices.","Khaled Sellami,Mohamed Aymen Saied,Ali Ouni",International Conference on Evaluation & Assessment in Software Engineering,2022
,,,"Building microservices - designing fine-grained systems, 1st Edition",,S. Newman,,2015
10.1016/j.jss.2012.12.026,,,Software ecosystems - A systematic literature review,"A software ecosystem is the interaction of a set of actors on top of a common technological platform that results in a number of software solutions or services. Arguably, software ecosystems are gaining importance with the advent of, e.g., the Google Android, Apache, and Salesforce.com ecosystems. However, there exists no systematic overview of the research done on software ecosystems from a software engineering perspective. We performed a systematic literature review of software ecosystem research, analyzing 90 papers on the subject taken from a gross collection of 420. Our main conclusions are that while research on software ecosystems is increasing (a) there is little consensus on what constitutes a software ecosystem, (b) few analytical models of software ecosystems exist, and (c) little research is done in the context of real-world ecosystems. This work provides an overview of the field, while identifying areas for future research.","Konstantinos Manikas,Klaus Marius Hansen",Journal of Systems and Software,2013
10.1109/icebe.2018.00046,,,Scenario-Based Microservice Retrieval Using Word2Vec,"Microservice architecture (MSA) is an emerging software architectural style, which differs fundamentally from the monolithic, layered architecture. During the development and maintenance of microservice systems, how to provide an effective service retrieval mechanism is a critical challenge to avoid the problems of rework and duplicate code. Meanwhile, nowadays, using the BDD (Behavior-Driven Development) method to develop microservices becomes more and more popular due to its agility and domain-driven characteristics. BDD is an agile software development approach emphasizing that test cases are written in a common language to include scenarios that describe the features of a target system. In this paper, we propose an approach, referred to as SMSR (Scenario-based MicroService Retrieval), to recommend appropriate microservices to users based on the user-written BDD test scenarios. The proposed service retrieval algorithm is based on word2vec, a widely-used machine learning method in NLP (Natural Language Processing), to perform service filtering and service similarity calculation. Experiment results show that SMSR is able to effectively retrieve appropriate microservices from the service repository.","Shang-Pin Ma,Yen Chuang,Ci-Wei Lan,Hsi-Min Chen,Chun-Ying Huang,Chia-Yu Li",IEEE International Conference on e-Business Engineering,2018
,,,Re-architecting OO Software into Microservices,". Due to its tremendous advantages, microservice architectural style has become an essential element for the development of applications deployed on the cloud and for those adopting the DevOps practices. Migrating existing applications to microservices allow them to beneﬁt from these advantages. Thus, in this paper, we propose an approach to automatically identify microservices from OO source code. The approach is based on a quality function that measures both the structural and behavioral validity of microservices and their data autonomy. Unlike existing works, ours is based on a well-deﬁned function measuring the quality of microservices and use the source code as the main source of information.","A. Seriai,Hinde-Lilia Bouziane,C. Dony,Rahina Oumarou Mahamane",,2021
10.32604/cmc.2021.018809,,,Intelligent Microservice Based on Blockchain for Healthcare Applications,"Nowadays, the blockchain, Internet of Things, and artificial intelligence technology revolutionize the traditional way of data mining with the enhanced data preprocessing, and analytics approaches, including improved service platforms. Nevertheless, one of the main challenges is designing a combined approach that provides the analytics functionality for diverse data and sustains IoT applications with robust and modular blockchain-enabled services in a diverse environment. Improved data analytics model not only provides support insights in IoT data but also fosters process productivity. Designing a robust IoT-based secure analytic model is challenging for several purposes, such as data from diverse sources, increasing data size, and monolithic service designing techniques. This article proposed an intelligent blockchain-enabled microservice to support predictive analytics for personalized fitness data in an IoT environment. The designed system support microservice-based analytic functionalities to provide secure and reliable services for IoT. To demonstrate the proposed model effectiveness, we have used the IoT fitness application as a case study. Based on the designed predictive analytic model, a recommendation model is developed to recommend daily and weekly diet and workout plans for improved body fitness. Moreover, the recommendation model objective is to help trainers make future health decisions of trainees in terms of workout and diet plan. Finally, the proposed model is evaluated using Hyperledger Caliper in terms of latency, throughput, and resource utilization with varying peers and orderer nodes. The experimental result shows that the proposed model is applicable for diverse resource-constrained blockchain-enabled IoT applications and extensible for several IoT scenarios.","Faisal Jamil,Faiza Qayyum,Soha Alhelaly,Farjeel Javed,Ammar Muthanna","Computers, materials & continua",
